model,doc_index,order,hypothesis,gold_evidence_ids,free_first_partial_and_tight_final_ids,free_feedback_calls,free_exact_feedback_seen,free_trace,tight_trace
qwen3.8-2.4t-a95b-fp8,8,0,nda-8,"[37, 39]",[39],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_9e5190312e05248bd89ce9fff4f630cbb547b864a057e38c2f53c6fa8101bb33/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_8_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_570eedfa18b002bade03fc11a9b74ed62d05e7b80575d973d9b181d233805446/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_8_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,8,0,nda-12,"[24, 28]",[28],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_9e5190312e05248bd89ce9fff4f630cbb547b864a057e38c2f53c6fa8101bb33/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_8_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_570eedfa18b002bade03fc11a9b74ed62d05e7b80575d973d9b181d233805446/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_8_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,8,0,nda-19,"[31, 32, 62]",[62],3,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_9e5190312e05248bd89ce9fff4f630cbb547b864a057e38c2f53c6fa8101bb33/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_8_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_570eedfa18b002bade03fc11a9b74ed62d05e7b80575d973d9b181d233805446/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_8_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,8,0,nda-20,"[42, 43, 44, 45, 46]","[43, 44, 45]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_9e5190312e05248bd89ce9fff4f630cbb547b864a057e38c2f53c6fa8101bb33/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_8_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_570eedfa18b002bade03fc11a9b74ed62d05e7b80575d973d9b181d233805446/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_8_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,8,0,nda-13,"[24, 27]",[27],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_9e5190312e05248bd89ce9fff4f630cbb547b864a057e38c2f53c6fa8101bb33/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_8_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_570eedfa18b002bade03fc11a9b74ed62d05e7b80575d973d9b181d233805446/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_8_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,9,2,nda-19,"[16, 17, 64]",[64],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_bdc53eda58a686f72c2ac3fe17f1caeea5004e3c5544dcaa7da379ecbbeeb50a/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_9_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_dcc0c238b5ad62b34daa17d0d8c31e49418463e4e1725f01c122c19682116224/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_9_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,9,2,nda-5,"[16, 19]",[19],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_bdc53eda58a686f72c2ac3fe17f1caeea5004e3c5544dcaa7da379ecbbeeb50a/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_9_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_dcc0c238b5ad62b34daa17d0d8c31e49418463e4e1725f01c122c19682116224/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_9_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,9,2,nda-17,"[16, 20]",[20],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_bdc53eda58a686f72c2ac3fe17f1caeea5004e3c5544dcaa7da379ecbbeeb50a/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_9_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_dcc0c238b5ad62b34daa17d0d8c31e49418463e4e1725f01c122c19682116224/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_9_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,9,2,nda-4,"[16, 18]",[18],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_bdc53eda58a686f72c2ac3fe17f1caeea5004e3c5544dcaa7da379ecbbeeb50a/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_9_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_dcc0c238b5ad62b34daa17d0d8c31e49418463e4e1725f01c122c19682116224/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_9_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,12,2,nda-12,"[25, 29]",[29],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_c72bbbbdb1b218d8d51a8d7aa8898a79b821550ed3c46f85d5dd770fabbde517/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_0c421e37d7ccd21080c271a36edc20bb3d99b77bb9af2c243d7f40db9d35c909/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_12_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,12,2,nda-7,"[32, 34]",[34],3,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_c72bbbbdb1b218d8d51a8d7aa8898a79b821550ed3c46f85d5dd770fabbde517/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_0c421e37d7ccd21080c271a36edc20bb3d99b77bb9af2c243d7f40db9d35c909/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_12_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,12,2,nda-13,"[25, 28]",[28],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_c72bbbbdb1b218d8d51a8d7aa8898a79b821550ed3c46f85d5dd770fabbde517/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_0c421e37d7ccd21080c271a36edc20bb3d99b77bb9af2c243d7f40db9d35c909/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_12_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,12,2,nda-5,"[32, 34]",[34],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_c72bbbbdb1b218d8d51a8d7aa8898a79b821550ed3c46f85d5dd770fabbde517/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_0c421e37d7ccd21080c271a36edc20bb3d99b77bb9af2c243d7f40db9d35c909/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_12_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,12,2,nda-4,"[32, 35]",[35],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_c72bbbbdb1b218d8d51a8d7aa8898a79b821550ed3c46f85d5dd770fabbde517/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_0c421e37d7ccd21080c271a36edc20bb3d99b77bb9af2c243d7f40db9d35c909/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_12_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,9,1,nda-17,"[16, 20]",[20],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_e237ea4613045631045036236348296338c69c2a9bee7fd4a9e1301938e95841/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_9_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_ed963020b5fd6f2da37b97222599f579f70fb6f3bb779be7618828c34ab1bb60/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_9_r1_s2201.json
qwen3.8-2.4t-a95b-fp8,9,1,nda-19,"[16, 17, 64]",[64],4,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_e237ea4613045631045036236348296338c69c2a9bee7fd4a9e1301938e95841/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_9_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_ed963020b5fd6f2da37b97222599f579f70fb6f3bb779be7618828c34ab1bb60/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_9_r1_s2201.json
qwen3.8-2.4t-a95b-fp8,9,1,nda-4,"[16, 18]",[18],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_e237ea4613045631045036236348296338c69c2a9bee7fd4a9e1301938e95841/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_9_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_ed963020b5fd6f2da37b97222599f579f70fb6f3bb779be7618828c34ab1bb60/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_9_r1_s2201.json
qwen3.8-2.4t-a95b-fp8,6,1,nda-13,"[24, 28]",[28],3,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_e46ea90315301cd29d546fc9e4755a136cb4cda6de2dcb49682c4a31f756f5f7/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_6_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_41f2369bf42ee8785f07622720919639341acfd5e51891fbe67fe44a01f9fdf4/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_6_r1_s2201.json
qwen3.8-2.4t-a95b-fp8,6,1,nda-4,"[15, 17]",[17],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_e46ea90315301cd29d546fc9e4755a136cb4cda6de2dcb49682c4a31f756f5f7/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_6_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_41f2369bf42ee8785f07622720919639341acfd5e51891fbe67fe44a01f9fdf4/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_6_r1_s2201.json
qwen3.8-2.4t-a95b-fp8,6,1,nda-5,"[15, 18, 19, 20, 36]","[18, 19, 20]",3,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_e46ea90315301cd29d546fc9e4755a136cb4cda6de2dcb49682c4a31f756f5f7/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_6_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_41f2369bf42ee8785f07622720919639341acfd5e51891fbe67fe44a01f9fdf4/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_6_r1_s2201.json
qwen3.8-2.4t-a95b-fp8,11,0,nda-12,"[47, 48, 52]","[48, 52]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_e7474213a2034db8962d5160ffd398ee99ae8209054ba2237557fa1b8189b328/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_11_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_dc2716cedebfee3f92e6328686769f738a4bdf4ee7cc1b65954a90d4ca38750a/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_11_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,11,0,nda-19,"[26, 28]",[26],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_e7474213a2034db8962d5160ffd398ee99ae8209054ba2237557fa1b8189b328/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_11_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_dc2716cedebfee3f92e6328686769f738a4bdf4ee7cc1b65954a90d4ca38750a/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_11_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,11,0,nda-3,"[11, 12]",[12],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_e7474213a2034db8962d5160ffd398ee99ae8209054ba2237557fa1b8189b328/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_11_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_dc2716cedebfee3f92e6328686769f738a4bdf4ee7cc1b65954a90d4ca38750a/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_11_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,11,0,nda-15,"[24, 25]",[25],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_e7474213a2034db8962d5160ffd398ee99ae8209054ba2237557fa1b8189b328/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_11_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_dc2716cedebfee3f92e6328686769f738a4bdf4ee7cc1b65954a90d4ca38750a/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_11_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,4,2,nda-2,"[12, 13]",[12],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_ecca731e4d6dc7a9b3f308ceb765cd381e54a09681e45c287c1597d5104830ad/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_4_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_91835b74d294393543858e5d2a0bb05144160390c1279a623dc8c2f2e7511d00/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_4_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,11,2,nda-15,"[24, 25]",[25],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_ee528b8b7fec40de6bd63bfc7f7c1e31c41b6b860ec90ffc127a8fd4943975aa/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_11_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_b25de2dceeb3fa80cd4663c8ca9586969e36838b06169a377be8315fb3a105e7/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_11_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,11,2,nda-3,"[11, 12]",[12],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_ee528b8b7fec40de6bd63bfc7f7c1e31c41b6b860ec90ffc127a8fd4943975aa/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_11_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_b25de2dceeb3fa80cd4663c8ca9586969e36838b06169a377be8315fb3a105e7/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_11_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,7,0,nda-19,"[22, 29]",[29],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_f0ec3494e405fa2099700149feabdb213d99b7c63774fe29a496bdea61cb224b/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_7_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_8ed4f250257e653cfaa557337b8ff05eebf54d0c65f2d09214807bd8ec111107/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_7_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,7,1,nda-17,"[24, 25]",[25],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_f211334b9b6c09330b75a828abf9e0b010de300772ac9350414b4533f89be570/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_7_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_abca0473c5abc5858118d3db09c61b768ef3e6386606af18790ee0805de4e5b4/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_7_r1_s2201.json
qwen3.8-2.4t-a95b-fp8,7,1,nda-19,"[22, 29]",[29],3,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_f211334b9b6c09330b75a828abf9e0b010de300772ac9350414b4533f89be570/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_7_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_abca0473c5abc5858118d3db09c61b768ef3e6386606af18790ee0805de4e5b4/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_7_r1_s2201.json
