kind,model,system,scenario,slice_kind,slice,metric,unit,N,from_regime,to_regime,from_strategy,to_strategy,from_mean,to_mean,delta,display_delta,status,from_expected_units,from_known_units,from_missing_units,to_expected_units,to_known_units,to_missing_units,cohort_from,cohort_to,source_from,source_to,source_row_from,source_row_to
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,evidence_acc_mv,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.8823529411764706,1.0,0.11764705882352944,+11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[66],[407]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,evidence_acc_mv,fraction,4,cost_tight,cost_tight,naive,cached,0.7647058823529411,0.8823529411764706,0.11764705882352944,+11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[781],[683]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,evidence_acc_mv,fraction,4,cost_tight,cost_tight,naive,poolact,0.7647058823529411,0.8823529411764706,0.11764705882352944,+11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[781],[706]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,evidence_acc_mv,fraction,4,cost_tight,cost_tight,cached,poolact,0.8823529411764706,0.8823529411764706,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[683],[706]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,evidence_acc_mv,fraction,4,cost_moderate,cost_tight,naive,naive,0.8823529411764706,0.7647058823529411,-0.11764705882352944,-11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[94],[781]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,evidence_acc_mv,fraction,4,cost_moderate,cost_tight,cached,cached,0.8823529411764706,0.8823529411764706,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[66],[683]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,evidence_acc_mv,fraction,4,cost_moderate,cost_tight,poolact,poolact,1.0,0.8823529411764706,-0.11764705882352944,-11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[407],[706]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,label_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,cached,0.9264705882352942,0.9264705882352942,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[95],[67]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,label_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.9264705882352942,1.0,0.07352941176470584,+7.35,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[95],[408]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,label_acc_mi,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.9264705882352942,1.0,0.07352941176470584,+7.35,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[67],[408]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,label_acc_mi,fraction,4,cost_tight,cost_tight,naive,cached,0.8235294117647058,0.8823529411764706,0.05882352941176472,+5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[782],[684]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,label_acc_mi,fraction,4,cost_tight,cost_tight,naive,poolact,0.8235294117647058,0.8823529411764706,0.05882352941176472,+5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[782],[707]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,label_acc_mi,fraction,4,cost_tight,cost_tight,cached,poolact,0.8823529411764706,0.8823529411764706,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[684],[707]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,label_acc_mi,fraction,4,cost_moderate,cost_tight,naive,naive,0.9264705882352942,0.8235294117647058,-0.10294117647058831,-10.29,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[95],[782]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,label_acc_mi,fraction,4,cost_moderate,cost_tight,cached,cached,0.9264705882352942,0.8823529411764706,-0.044117647058823595,-4.41,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[67],[684]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,label_acc_mi,fraction,4,cost_moderate,cost_tight,poolact,poolact,1.0,0.8823529411764706,-0.11764705882352944,-11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[408],[707]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,label_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,cached,0.9411764705882353,0.9411764705882353,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[96],[68]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,label_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.9411764705882353,1.0,0.05882352941176472,+5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[96],[409]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,label_acc_mv,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.9411764705882353,1.0,0.05882352941176472,+5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[68],[409]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,label_acc_mv,fraction,4,cost_tight,cost_tight,naive,cached,0.8235294117647058,0.9411764705882353,0.11764705882352944,+11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[783],[685]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,label_acc_mv,fraction,4,cost_tight,cost_tight,naive,poolact,0.8235294117647058,0.9411764705882353,0.11764705882352944,+11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[783],[708]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,label_acc_mv,fraction,4,cost_tight,cost_tight,cached,poolact,0.9411764705882353,0.9411764705882353,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[685],[708]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,label_acc_mv,fraction,4,cost_moderate,cost_tight,naive,naive,0.9411764705882353,0.8235294117647058,-0.11764705882352944,-11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[96],[783]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,label_acc_mv,fraction,4,cost_moderate,cost_tight,cached,cached,0.9411764705882353,0.9411764705882353,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[68],[685]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,label_acc_mv,fraction,4,cost_moderate,cost_tight,poolact,poolact,1.0,0.9411764705882353,-0.05882352941176472,-5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[409],[708]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,evidence_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,cached,0.8235294117647058,0.8529411764705882,0.02941176470588236,+2.94,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[427],[13]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,evidence_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.8235294117647058,1.0,0.17647058823529416,+17.65,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[427],[17]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,evidence_acc_mi,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.8529411764705882,1.0,0.1470588235294118,+14.71,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[13],[17]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,evidence_acc_mi,fraction,4,cost_tight,cost_tight,naive,cached,0.6911764705882353,0.7058823529411765,0.014705882352941235,+1.47,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[988],[69]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,evidence_acc_mi,fraction,4,cost_tight,cost_tight,naive,poolact,0.6911764705882353,0.6764705882352942,-0.014705882352941124,-1.47,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[988],[932]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,evidence_acc_mi,fraction,4,cost_tight,cost_tight,cached,poolact,0.7058823529411765,0.6764705882352942,-0.02941176470588236,-2.94,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[69],[932]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,evidence_acc_mi,fraction,4,cost_moderate,cost_tight,naive,naive,0.8235294117647058,0.6911764705882353,-0.13235294117647056,-13.24,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[427],[988]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,evidence_acc_mi,fraction,4,cost_moderate,cost_tight,cached,cached,0.8529411764705882,0.7058823529411765,-0.1470588235294117,-14.71,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[13],[69]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,evidence_acc_mi,fraction,4,cost_moderate,cost_tight,poolact,poolact,1.0,0.6764705882352942,-0.32352941176470584,-32.35,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[17],[932]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,evidence_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,cached,0.8235294117647058,0.8823529411764706,0.05882352941176472,+5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[428],[14]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,evidence_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.8235294117647058,1.0,0.17647058823529416,+17.65,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[428],[18]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,evidence_acc_mv,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.8823529411764706,1.0,0.11764705882352944,+11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[14],[18]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,evidence_acc_mv,fraction,4,cost_tight,cost_tight,naive,cached,0.7058823529411765,0.7058823529411765,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[989],[70]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,evidence_acc_mv,fraction,4,cost_tight,cost_tight,naive,poolact,0.7058823529411765,0.7058823529411765,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[989],[933]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,evidence_acc_mv,fraction,4,cost_tight,cost_tight,cached,poolact,0.7058823529411765,0.7058823529411765,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[70],[933]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,evidence_acc_mv,fraction,4,cost_moderate,cost_tight,naive,naive,0.8235294117647058,0.7058823529411765,-0.11764705882352933,-11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[428],[989]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,evidence_acc_mv,fraction,4,cost_moderate,cost_tight,cached,cached,0.8823529411764706,0.7058823529411765,-0.17647058823529405,-17.65,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[14],[70]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,evidence_acc_mv,fraction,4,cost_moderate,cost_tight,poolact,poolact,1.0,0.7058823529411765,-0.2941176470588235,-29.41,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[18],[933]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,label_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,cached,0.9558823529411764,0.9705882352941176,0.014705882352941235,+1.47,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[429],[15]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,label_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.9558823529411764,1.0,0.044117647058823595,+4.41,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[429],[19]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,label_acc_mi,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.9705882352941176,1.0,0.02941176470588236,+2.94,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[15],[19]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,label_acc_mi,fraction,4,cost_tight,cost_tight,naive,cached,0.9705882352941176,0.9411764705882353,-0.02941176470588236,-2.94,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[990],[71]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,label_acc_mi,fraction,4,cost_tight,cost_tight,naive,poolact,0.9705882352941176,0.9117647058823529,-0.05882352941176472,-5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[990],[934]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,label_acc_mi,fraction,4,cost_tight,cost_tight,cached,poolact,0.9411764705882353,0.9117647058823529,-0.02941176470588236,-2.94,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[71],[934]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,label_acc_mi,fraction,4,cost_moderate,cost_tight,naive,naive,0.9558823529411764,0.9705882352941176,0.014705882352941235,+1.47,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[429],[990]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,label_acc_mi,fraction,4,cost_moderate,cost_tight,cached,cached,0.9705882352941176,0.9411764705882353,-0.02941176470588236,-2.94,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[15],[71]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,label_acc_mi,fraction,4,cost_moderate,cost_tight,poolact,poolact,1.0,0.9117647058823529,-0.08823529411764708,-8.82,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[19],[934]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,label_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,cached,0.9411764705882353,1.0,0.05882352941176472,+5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[430],[16]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,label_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.9411764705882353,1.0,0.05882352941176472,+5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[430],[20]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,label_acc_mv,fraction,4,cost_moderate,cost_moderate,cached,poolact,1.0,1.0,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[16],[20]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,label_acc_mv,fraction,4,cost_tight,cost_tight,naive,cached,1.0,0.9411764705882353,-0.05882352941176472,-5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[991],[72]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,label_acc_mv,fraction,4,cost_tight,cost_tight,naive,poolact,1.0,0.9411764705882353,-0.05882352941176472,-5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[991],[935]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,label_acc_mv,fraction,4,cost_tight,cost_tight,cached,poolact,0.9411764705882353,0.9411764705882353,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[72],[935]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,label_acc_mv,fraction,4,cost_moderate,cost_tight,naive,naive,0.9411764705882353,1.0,0.05882352941176472,+5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[430],[991]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,label_acc_mv,fraction,4,cost_moderate,cost_tight,cached,cached,1.0,0.9411764705882353,-0.05882352941176472,-5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[16],[72]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:8,label_acc_mv,fraction,4,cost_moderate,cost_tight,poolact,poolact,1.0,0.9411764705882353,-0.05882352941176472,-5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[20],[935]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:9,evidence_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,cached,0.8529411764705882,0.8823529411764706,0.02941176470588236,+2.94,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[235],[819]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:9,evidence_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.8529411764705882,1.0,0.1470588235294118,+14.71,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[235],[853]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:9,evidence_acc_mi,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.8823529411764706,1.0,0.11764705882352944,+11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[819],[853]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:9,evidence_acc_mi,fraction,4,cost_tight,cost_tight,naive,cached,0.75,0.7647058823529411,0.014705882352941124,+1.47,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[184],[52]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:9,evidence_acc_mi,fraction,4,cost_tight,cost_tight,naive,poolact,0.75,0.8088235294117647,0.05882352941176472,+5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[184],[329]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:9,evidence_acc_mi,fraction,4,cost_tight,cost_tight,cached,poolact,0.7647058823529411,0.8088235294117647,0.044117647058823595,+4.41,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[52],[329]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:9,evidence_acc_mi,fraction,4,cost_moderate,cost_tight,naive,naive,0.8529411764705882,0.75,-0.1029411764705882,-10.29,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[235],[184]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:9,evidence_acc_mi,fraction,4,cost_moderate,cost_tight,cached,cached,0.8823529411764706,0.7647058823529411,-0.11764705882352944,-11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[819],[52]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:9,evidence_acc_mi,fraction,4,cost_moderate,cost_tight,poolact,poolact,1.0,0.8088235294117647,-0.19117647058823528,-19.12,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[853],[329]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:9,evidence_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,cached,0.8235294117647058,0.8823529411764706,0.05882352941176472,+5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[236],[820]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:9,evidence_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.8235294117647058,1.0,0.17647058823529416,+17.65,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[236],[854]
